Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Jivan Sobrinho-Wheeler,Timothy J. Toomey,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2020 #296,2020-12-21 Regular,2020-12-21,9,Transmitting Communication,,,,Referred to the Petition,unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2697&MediaPosition=&ID=13225&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a Planning Board recommendation to adopt with modifications, the Canal District Kendall (PUD-CDK) Zoning Petition."
CMA 2020 #297,2020-12-21 Regular,2020-12-21,10,Transmitting Communication,,,,Referred to the Petition,unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2697&MediaPosition=&ID=13232&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to memo from the development economics consultant team led by Karl F. Seidman regarding a financial assessment of the Canal District Kendall (PUD-CDK) Zoning Petition submitted by BioMed Realty."
CMA 2020 #298,2020-12-21 Regular,2020-12-21,11,Transmitting Communication,,,,Adopted,8 to 1,yes,yes,yes,yes,yes,yes,yes,no,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2697&MediaPosition=&ID=13243&CssClass=,3 votes 8 yeas and 1 nay.,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the following requests relative to the eminent domain taking of 185 Larch Road:  1.  Appropriate $7,702,000 from Free Cash to the General Fund Law Department Travel & Training (Damages) Account to cover the pro tanto payment toward the expenses of acquisition as required by the above referenced Sections of Chapters 40 and 43 of the General Laws for the property located at 185 Larch Road owned by BB&N;  2.  Approve an Order to take by eminent domain a 185 Larch Road; and 3. Appropriate $10,798,000 from Free Cash to the General Fund Law Department Travel & Training (Damages) Account to fund the settlement of BB&N;’s remaining eminent domain damages claim."
CMA 2020 #299,2020-12-21 Regular,2020-12-21,12,Transmitting Communication,,,,Adopted,unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2697&MediaPosition=&ID=13230&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a request to move to Executive Session in order to discuss possible settlement and pending litigation."
CMA 2020 #300,2020-12-21 Regular,2020-12-21,13,Appropriation,,,,Adopted,6 to 2,no,yes,yes,yes,present,yes,no,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2697&MediaPosition=&ID=13263&CssClass=,6-2-1-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $1,400,000 from Free Cash to the General Fund Law Travel and Training (Judgment and Damages) account to cover current and future disbursements that must be paid from this account."
CMA 2021 #1,2021-01-04 Regular,2021-01-04,1,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2779&MediaPosition=&ID=13270&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
CMA 2021 #2,2021-01-04 Regular,2021-01-04,2,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2779&MediaPosition=&ID=13271&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the biennial City of Cambridge Resident Telephone Survey for 2020."
CMA 2021 #3,2021-01-04 Regular,2021-01-04,3,Transmitting Communication,,,,Referred,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2779&MediaPosition=&ID=13272&CssClass=,to Ordinance Committee and Planning Board for hearing and report.,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a Zoning Petition which amends Article 8.000 of the Cambridge Zoning Ordinance."
CMA 2021 #4,2021-01-04 Regular,2021-01-04,4,Awaiting Report Response,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2779&MediaPosition=&ID=13276&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 20-74, regarding keeping Riverbend Park opened beyond December 27, 2020."
CMA 2021 #5,2021-01-11 Regular,2021-01-11,1,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2780&MediaPosition=&ID=13313&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a COVID-19 update."
CMA 2021 #6,2021-01-11 Regular,2021-01-11,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2780&MediaPosition=&ID=13309&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of Arantxa Ortiz as a new member of the Commission on Immigrant Rights & Citizenship for a term of three years, effective January 11, 2021."
CMA 2021 #7,2021-02-03 Regular,2021-02-03,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13365&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
CMA 2021 #8,2021-02-03 Regular,2021-02-03,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13363&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to new appointments and reappointments to the LGBTQ+ Commission effective February 1, 2021."
CMA 2021 #9,2021-02-03 Regular,2021-02-03,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13368&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the supplemental appropriation of the FY20 Shannon Grant for $10,231.68 received from the Metropolitan Mayors Coalition’s Community Safety Initiative (CSI) through the Executive Office of Public Safety and Security (EOPSS) to the Grant Fund Police Department Salary and Wages account ($10,231.68) which will fund hotspot patrols, Metro Gang Task Force participation, and the Focused Deterrence program, and the Regional Youth/Police Dialogue Session."
CMA 2021 #10,2021-02-03 Regular,2021-02-03,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13367&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the FY21 Violence Against Women Act (VAWA) STOP Grant in the amount of $45,250, received from the Executive Office of Public Safety and Security (EOPSS) to the Grant Fund Police Department Salaries and Wages account ($41,506.00) and to the Other Ordinary Maintenance account ($3,744) which will be used to continue contracting with a civilian advocate to implement the Police Department’s Trauma Informed approach to policing."
CMA 2021 #11,2021-02-03 Regular,2021-02-03,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13369&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $5,717,250 from the Mitigation Stabilization Fund to the Public Investment Fund Department of Public Works Extraordinary Expenditures account.  Funds were received from contributions to the East Cambridge Open Space Fund and will be used to fund the design and construction of three new parks in the East Cambridge/Kendall Square area; Timothy J. Toomey, Jr. Park, Triangle Park and Binney Street Park."
CMA 2021 #12,2021-02-03 Regular,2021-02-03,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13374&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $85,000 from the General Fund Employee Benefits (Insurance) Salary and Wages account to the General Fund Public Works Travel & Training (Judgment and Damages) account which will be used to cover medical bills and settlements for Public Works personnel injured in the course of their job."
CMA 2021 #13,2021-02-03 Regular,2021-02-03,7,Awaiting Report Response,,POR 2019 #342,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13382&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-142, regarding a report on determining the feasibility of expediting the demolition and rebuilding permitting process in the event of a natural disaster."
CMA 2021 #14,2021-02-03 Regular,2021-02-03,8,Awaiting Report Response,,POR 2020 #265,Patricia Nolan,Charter Right,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13366&CssClass=,by Councillor Nolan,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 20-63, which requested a review of the granting of an extension for the 605 Concord Avenue project.  CHARTER RIGHT EXERCISED BY COUNCIL NOLAN IN COUNCIL FEBRUARY 3, 2021"
CMA 2021 #15,2021-02-03 Regular,2021-02-03,9,Transmitting Communication,,,,Referred,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13370&CssClass=,to petition,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a Planning Board recommendation to adopt with comments and suggested modifications, the Alewife Quadrangle Northwest Overlay District (Srinivasan, et al.) Zoning Petition."
CMA 2021 #16,2021-02-03 Regular,2021-02-03,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13371&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $3,174,389 from Free Cash to the Mitigation Revenue Stabilization Fund which will be used to fund specific future projects, which will require separate individual appropriations by the City Council."
CMA 2021 #17,2021-02-03 Regular,2021-02-03,11,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13372&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $115,300 received in donations received from MIT Real Estate, Museum of Science, and CambridgeSide to the Public Investment Fund Community Development Department Extraordinary Expenses account which will be used for costs associated with the BlueBikes bikeshare system."
CMA 2021 #18,2021-02-03 Regular,2021-02-03,12,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13373&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $452,600 from the Mitigation Revenue Stabilization Fund received from various sources to the Public Investment Fund Community Development Extraordinary Expenditures account which will be used for the purchase and expenses of Bluebikes bikeshare equipment."
CMA 2021 #19,2021-02-03 Regular,2021-02-03,13,Awaiting Report Response,,POR 2020 #238,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13383&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 20-56, regarding establishing a plan that will allow for greater outreach and technical assistance to women- and- minority-owned businesses and small businesses that have not yet received financial assistance to assess any future City funding."
CMA 2021 #20,2021-02-03 Regular,2021-02-03,14,Awaiting Report Response,,POR 2019 #202,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13381&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-75, regarding the feasibility of partnering with a local research institution to conduct a study that determines how many ridehail vehicles are on the roads during both on and off-peak times and their impacts on congestion and safety."
CMA 2021 #21,2021-02-03 Regular,2021-02-03,15,Awaiting Report Response,,POR 2019 #360,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13380&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-151, regarding the feasibility of making Porter Square and Massachusetts Avenue between Roseland Street and Beech Street a quick-build complete street with bus priority."
CMA 2021 #22,2021-02-08 Regular,2021-02-08,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2793&MediaPosition=&ID=13430&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on Covid-19 vaccination rollout."
CMA 2021 #23,2021-02-08 Regular,2021-02-08,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2793&MediaPosition=&ID=13412&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following new members of the Commission on the Status of Women, effective February 8, 2021 for a term of three years:  Sucharita Varanasi, Hiwot Behabtu, Sandra Middleton, Shamika Naidu and Rhonda Greene."
CMA 2021 #24,2021-02-08 Regular,2021-02-08,3,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2793&MediaPosition=&ID=13410&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the new appointment of the following person as a member of the Conservation Commission for a term of three years, effective February 8, 2021:  Michelle Lane"
CMA 2021 #25,2021-02-08 Regular,2021-02-08,4,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2793&MediaPosition=&ID=13409&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to new appointments and reappointments to the Community Benefits Advisory Committee effective February 8, 2021 for three year terms."
