Unique Identifier,Agenda Number,Meeting,Meeting Date,Sponsor,Co-Sponsors,Charter Right,Amended,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
POR 2019 #101,3,2019-03-25 Regular,2019-03-25,Alanna Mallon,Marc C. McGovern,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8880&CssClass=,"That the City Manager is requested to confer with the License Commission, Cambridge Arts Council, and IT Department to create a dedicated comprehensive ""arts friendly"" licensing web page.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #102,4,2019-03-25 Regular,2019-03-25,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8882&CssClass=,"That the City Council go on record proclaiming April 1–7, 2019 as Cambridge Public Health Week.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #103,5,2019-03-25 Regular,2019-03-25,Alanna Mallon,"Craig A. Kelley,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8883&CssClass=,"That the City Manger confer with the Mayor's Office, Commission on Persons with Disabilities, and Police Department to increase accessibility to the deaf community by hiring American Sign Language (ASL) interpreters and using apps such as Language Line Solutions to communicate with the deaf community in their first language.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #104,6,2019-03-25 Regular,2019-03-25,Marc C. McGovern,,Alanna Mallon,,Charter Right,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8884&CssClass=,"That a Roundtable meeting be scheduled for Tuesday, April 9, 2019, at 5:30 p.m. in the Sullivan Chamber , City Hall, for the purpose of discussing the Affordable Housing Zoning Overlay proposal.",EXERCISED BY COUNCILLOR MALLON  NEXT: 4/1/2019 5:30 PM
POR 2019 #105,7,2019-03-25 Regular,2019-03-25,Timothy J. Toomey,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8885&CssClass=,"That the Executive Assistant to the City Council confer with the Dedication Committee to consider the request from Councillor Toomey to rename the “Ann Marie Sarchioni Square” at the corner of Ames and Broadway to the “Sarchioni Sisters Square.""",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #106,8,2019-03-25 Regular,2019-03-25,Jan Devereux,"Marc C. McGovern,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8840&CssClass=,"That the City Manager is requested to consult with the Electrical Department on whether City Hall’s non-essential lights and/or outdoor illuminating lights may be turned off on the evening of Saturday, March 30 between 8:30 and 9:30 p.m., in observance of Earth Hour and to place Earth Hour 2019 on the City’s calendar and to promote public awareness and participation in Earth Hour through social media and other channels.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #107,9,2019-03-25 Regular,2019-03-25,Alanna Mallon,Jan Devereux,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8881&CssClass=,City Council support of increased State funding to the Health Incentive Program (HIP).,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #108,10,2019-03-25 Regular,2019-03-25,Craig A. Kelley,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8898&CssClass=,"That the City Manager is requested to consult with the appropriate City departments to make the necessary provisions to televise and record the Ordinance Committee hearing on “Accessory Dwelling Units” for 2:00 p.m. on Tuesday, April 2, 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #109,11,2019-03-25 Regular,2019-03-25,Dennis J. Carlone,"Quinton Zondervan,Marc C. McGovern,Sumbul Siddiqui",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8900&CssClass=,"That the City Manager is requested to direct the appropriate City staff to examine the need and possibility of implementing the Pilot Displacement Preference program in Cambridge, especially when new housing is constructed in an existing neighborhood where displacement is occurring.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #110,12,2019-03-25 Regular,2019-03-25,Dennis J. Carlone,"Quinton Zondervan,Marc C. McGovern,Sumbul Siddiqui",,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8901&CssClass=,"That the City Manager is requested to double the annual funding (from the FY19 Adopted Budget) over the next 3 to 5 years to reach a combined total minimum of $30 million per year (plus any additional use of “Free Cash”) in the areas of Affordable housing construction, tree canopy, Preschool enrollment scholarships/space, Central Square revitalization and Cultural Arts District and the arts in general.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #111,1,2019-04-01 Regular,2019-04-01,Jan Devereux,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8904&CssClass=,"That the City Manager is requested to confer with the appropriate City departments to televise and record the Transportation and Public Utilities Committee hearing scheduled for Wednesday, April 3, 2019 at 1:00 p.m.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #112,2,2019-04-01 Regular,2019-04-01,Craig A. Kelley,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8930&CssClass=,"That the City Manager is requested to consult with the appropriate City departments to make the necessary provisions to televise and record the Ordinance Committee hearing on “Leaf Blower Noise Control” for 5:30pm on Wednesday, May 1, 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #113,3,2019-04-01 Regular,2019-04-01,Jan Devereux,"Quinton Zondervan,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8906&CssClass=,That the City Manager is requested to work with the appropriate departments to provide more information and analysis as it relates to the 100% Affordable Housing Overlay District.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #114,4,2019-04-01 Regular,2019-04-01,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8934&CssClass=,"That the City Manager is requested to direct the appropriate City personnel to ensure that the Housing Committee hearing scheduled for April 25, 2019 be televised and livestreamed, to ensure that as many people as possible will have the opportunity to view this hearing.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #115,5,2019-04-01 Regular,2019-04-01,Craig A. Kelley,"Marc C. McGovern,E. Denise Simmons,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8938&CssClass=,"That the City Manager is requested to confer with relevant City, Department of Conservation and Recreation, and MassDOT staff, as well as with representatives of the communities through which the Minuteman Bikeway passes, to review infrastructure designs and investigate ways, to include speed limits, enforcement, striping, construction projects, signage and education efforts, to maximize safety for all users of these regional bike-related amenities.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #116,6,2019-04-01 Regular,2019-04-01,Craig A. Kelley,Timothy J. Toomey,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8939&CssClass=,"That the City Manager is requested to confer with City staff, to include the Cambridge Police Department and the Traffic, Parking and Transportation Department staff, on how Cambridge enforces moped registration requirements and the enforcement numbers.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #117,7,2019-04-01 Regular,2019-04-01,Craig A. Kelley,"Jan Devereux,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8941&CssClass=,That the City Manager is requested to report back to the City Council on what the plans are this construction season to install sidewalk markings that appropriately indicate what types of mobility devices are allowed on which sidewalks.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #118,8,2019-04-01 Regular,2019-04-01,Craig A. Kelley,Sumbul Siddiqui,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8942&CssClass=,That the City Manager is requested to confer with relevant City departments regarding the types of vendor reporting programs that the City uses and how they are used as well as the ability to modify these programs given the constraints of relevant state and federal laws and similar limitations.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #119,9,2019-04-01 Regular,2019-04-01,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8945&CssClass=,"That the City Manager is requested to direct the appropriate City personnel to ensure that the Housing Committee hearing scheduled for April 16, 2019 be televised and livestreamed,",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #120,10,2019-04-01 Regular,2019-04-01,Jan Devereux,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8948&CssClass=,"That the City Manager is requested to confer with the appropriate City departments to televise and record the Government Operations, Rules and Claims Committee hearing scheduled for Wednesday, April 10, 2019 at 4:00 p.m.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #121,11,2019-04-01 Regular,2019-04-01,Sumbul Siddiqui,"Quinton Zondervan,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8950&CssClass=,That the City Manager is requested to confer with the Department of Public Works as it relates to solutions to Rindge Avenue area waste disposal and rodent concerns.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #122,12,2019-04-01 Regular,2019-04-01,Quinton Zondervan,"Jan Devereux,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8952&CssClass=,"That the City Council go on record in enthusiastic support of H.2865, “An Act to Establish a Net Zero Energy Stretch Code.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
POR 2019 #123,1,2019-04-08 Regular,2019-04-08,Timothy J. Toomey,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8949&CssClass=,"That the City Manager is requested to instruct the Director of the Traffic, Parking and Transportation Department to install more metered parking spots in business districts that do not currently have any and report back to the City Council on this matter in a timely manner.",BY AFFIRMATIVE VOTE OF EIGHT MEMBERS. COUNCILLOR ZONDERVAN RECORDED IN THE NEGATIVE
POR 2019 #124,2,2019-04-08 Regular,2019-04-08,Sumbul Siddiqui,"Alanna Mallon,Jan Devereux,E. Denise Simmons",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8953&CssClass=,That the City Manager is requested to work with the Department of Human Services to develop a plan for implementation of a City-Wide Workforce Development Consortium.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #125,3,2019-04-08 Regular,2019-04-08,Timothy J. Toomey,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8956&CssClass=,That the City Manager is requested to direct the appropriate City departments to make the necessary arrangements for all future committee hearings that take place in the Sullivan Chamber to be televised and recorded.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #126,4,2019-04-08 Regular,2019-04-08,E. Denise Simmons,,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8957&CssClass=,"That the City Manager is requested to direct the appropriate City personnel to compile a full accounting of streets, schools, and public buildings that may be named in honor of those who have ties to the American slave trade, and to work towards renaming all of these streets, schools, and buildings as soon as possible.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #127,5,2019-04-08 Regular,2019-04-08,Sumbul Siddiqui,,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8958&CssClass=,"That the City Manager is requested to direct the appropriate City staff to televise the Economic Development and University Relations Committee hearing on April 30, 2019 in its entirety so that those residents who are interested in the topic but unable to attend the hearing will be able to view the discussion on their own time.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #128,6,2019-04-08 Regular,2019-04-08,Craig A. Kelley,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8978&CssClass=,"That the City Manager is requested to direct the appropriate City departments to make the necessary arrangements to televise and record the Ordinance Committee hearing on the Cannabis Business Permitting Ordinance for 6:30 p.m. on Thursday, April 11, 2019, with no set ending time.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #129,7,2019-04-08 Regular,2019-04-08,Timothy J. Toomey,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8992&CssClass=,That the City Manager is requested to direct the Commissioner of the Department of Public Works to provide an update on the small business recycling program pilot indicating any recalibration or reconsideration of the proposed program that may be necessary and any plans for expansion.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #130,8,2019-04-08 Regular,2019-04-08,Marc C. McGovern,"Sumbul Siddiqui,Alanna Mallon,Craig A. Kelley",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8961&CssClass=,"That the City Council go on record in support of Cambridge committing to be a Start by Believing community and do hereby declare its’ intention to take the Start by Believing pledge on Wednesday, April 10, 2019, at an event on the steps of City Hall at noon.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #131,9,2019-04-08 Regular,2019-04-08,Jan Devereux,"Quinton Zondervan,E. Denise Simmons,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8962&CssClass=,That the City Manager is requested to instruct the City Solicitor to review whether the MBTA is out of compliance with the amended MBTA/BCIL settlement agreement through the delay in completion of the elevator replacement and concurrent hazardous condition of the stairwells related to Central Square.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #132,10,2019-04-08 Regular,2019-04-08,Jan Devereux,Quinton Zondervan,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8963&CssClass=,City Council support for Dark Skies Legislation H.2858/S.1937.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #133,11,2019-04-08 Regular,2019-04-08,Timothy J. Toomey,"Marc C. McGovern,Jan Devereux,Alanna Mallon",,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=9006&CssClass=,"That the City Manager is requested to direct the Commissioner of the Department of Public Works to provide an update on the feasibility study of expanding curbside composting program to small businesses, city buildings and non-profits by the end of 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #134,12,2019-04-08 Regular,2019-04-08,Alanna Mallon,,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=9007&CssClass=,"That the City Manager is requested to work with the Traffic, Parking and Transportation Department and the Police Department to increase traffic monitoring resources at the intersection of Prospect and Broadway, especially during morning rush hour.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
