Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Sponsor,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
RES 2019 #102,7,2019-04-08 Regular,2019-04-08,Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8979&CssClass=,"Congratulations to Cambridge Dispatcher of the Year Katelyn Harrington, Trainer of the Year James Maybury, and Supervisor of the Year Joseph Sullivan on the occasion of their recognition as we celebrate National Public Safety Telecommunicators Week from April 14-20, 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #103,8,2019-04-08 Regular,2019-04-08,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8999&CssClass=,Resolution on the death Idalia Gravito.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #104,9,2019-04-08 Regular,2019-04-08,Congratulations,Jan Devereux,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=9005&CssClass=,Congratulations to Becki Norris on her appointment as Community Charter School of Cambridge Head of School.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #105,10,2019-04-08 Regular,2019-04-08,Congratulations,Alanna Mallon,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=9009&CssClass=,Congratulations Cynthia and Rene Becker on the opening of their new restaurant Luce.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #106,11,2019-04-08 Regular,2019-04-08,Congratulations,Alanna Mallon,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=9010&CssClass=,"Congratulations to Jesen Fagerness and Emily LaCroix on the birth of their first child, Murray Calder LaCoix Fagerness.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #107,1,2019-04-22 Regular,2019-04-22,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9033&CssClass=,"Congratulations to Terry and Lara Hayes on their newborn son, Brendan Kai Hayes.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #108,2,2019-04-22 Regular,2019-04-22,Congratulations,Quinton Zondervan,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9065&CssClass=,Congratulations to the Event Horizon Telescope Collaborators on the occasion of their achievement of producing the first-ever image of a black hole.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #109,3,2019-04-22 Regular,2019-04-22,Congratulations,Quinton Zondervan,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9066&CssClass=,Congratulations to Sarah Mae Berman on the 50th Anniversary of her Marathon victory.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #110,4,2019-04-22 Regular,2019-04-22,Resolution,Jan Devereux,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9067&CssClass=,Thanks to Metro Pedal Power for 11 Years of Service.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #111,5,2019-04-22 Regular,2019-04-22,Congratulations,E. Denise Simmons,Adopted,8-0-1,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9075&CssClass=,Congratulations to Darlene Beckford Pearson on her induction into the Massachusetts State Track Coaches Association Hall of Fame.,ADOPTED 8-0-1
RES 2019 #112,6,2019-04-22 Regular,2019-04-22,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9076&CssClass=,"Congratulations to Mona Gunn on being selected as the next President of the American Gold Star Mothers, Inc. organization.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #113,7,2019-04-22 Regular,2019-04-22,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9077&CssClass=,"Congratulations to Yessenia Gomez on being selected to serve as Interim President of the Massachusetts Latino Police Officers Association, Inc.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #114,8,2019-04-22 Regular,2019-04-22,Retirement Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9088&CssClass=,Retirement of Shirley Santos from the Human Services Department.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #115,9,2019-04-22 Regular,2019-04-22,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9092&CssClass=,Congratulations to the Trailblazing Women of 2019.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #116,10,2019-04-22 Regular,2019-04-22,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9099&CssClass=,Happy 25th Anniversary to the Afterworks Program.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #117,11,2019-04-22 Regular,2019-04-22,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9118&CssClass=,Congratulations to Denise Cosby on her upcoming event to launch her memoir.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #118,12,2019-04-22 Regular,2019-04-22,Congratulations,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9124&CssClass=,"Best wishes to the Massachusetts Alliance of Portuguese Speakers for a successful Awards Gala on April 27, 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #119,13,2019-04-22 Regular,2019-04-22,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9125&CssClass=,Resolution on the death of Maureen Flaherty.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #120,14,2019-04-22 Regular,2019-04-22,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9126&CssClass=,Retirement of Joaquin “Ralphy” Lullanda  from the Cambridge Housing Authority.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #121,15,2019-04-22 Regular,2019-04-22,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9128&CssClass=,Retirement of Sean Tevlin from the Cambridge Housing Authority.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #122,16,2019-04-22 Regular,2019-04-22,Congratulations,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9133&CssClass=,"Congratulations to Reverend Monsignor Kevin J. O’Leary on being named a Chaplain of His Holiness by Pope Francis on April 16, 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #123,17,2019-04-22 Regular,2019-04-22,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9148&CssClass=,Resolution on the death of William Russell.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #124,18,2019-04-22 Regular,2019-04-22,Death Resolution,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9149&CssClass=,Resolution on the death of Marcia Wigfall.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #125,19,2019-04-22 Regular,2019-04-22,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9151&CssClass=,"Resolution on the death of Anthony J. ""Tony"" Uglietto.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #126,20,2019-04-22 Regular,2019-04-22,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9152&CssClass=,Resolution on the death of Helen Benoit.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #127,1,2019-04-29 Regular,2019-04-29,Death Resolution,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9171&CssClass=,Resolution on the death of Cheryl-Ann Pizza-Zeoli.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #128,2,2019-04-29 Regular,2019-04-29,Happy Birthday Resolution,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9173&CssClass=,Happy Birthday wishes to Artis Spears.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #129,3,2019-04-29 Regular,2019-04-29,Happy Birthday Resolution,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9174&CssClass=,Happy Birthday wishes to Charlene Nelson.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #130,4,2019-04-29 Regular,2019-04-29,Death Resolution,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9176&CssClass=,Resolution on the death of Winston Jones.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #131,5,2019-04-29 Regular,2019-04-29,Happy Birthday Resolution,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9186&CssClass=,Happy 1st Birthday wishes to Maxwell Rose.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #132,6,2019-04-29 Regular,2019-04-29,Congratulations,Alanna Mallon,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9189&CssClass=,"Congratulations to Jefferson and Anna Smith on the birth of their son, Everett Rawlings Smith.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #133,7,2019-04-29 Regular,2019-04-29,Congratulations,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9194&CssClass=,"Congratulations to the Cambridge Housing Authority’s Workforce Program on the occasion of their Nineteenth Annual Work Force Senior Banquet on May 2, 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #134,8,2019-04-29 Regular,2019-04-29,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9202&CssClass=,Resolution on the death of Robert M. Coleman.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #135,9,2019-04-29 Regular,2019-04-29,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9204&CssClass=,"Resolution on the death of Francisco ""Frank"" Marques.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #136,10,2019-04-29 Regular,2019-04-29,Congratulations,Alanna Mallon,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9205&CssClass=,"Congratulations to Aubrey Cole on the adoption of her rescue puppy, Leia.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #137,11,2019-04-29 Regular,2019-04-29,Congratulations,Quinton Zondervan,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9210&CssClass=,Congratulations to New Alliance Gallery on their Re-opening.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #138,12,2019-04-29 Regular,2019-04-29,Death Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9211&CssClass=,Resolution on the death of Frank J. Ferullo.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #139,13,2019-04-29 Regular,2019-04-29,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9147&CssClass=,Congratulations to Network/La Red as it celebrates 30 years of providing such critical support services for LGBTQ survivors throughout Greater Boston.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #140,14,2019-04-29 Regular,2019-04-29,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9150&CssClass=,"Congratulations to Jimmy Tingle for his Guest Starring Role in ""Veep.""",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #141,15,2019-04-29 Regular,2019-04-29,Congratulations,Jan Devereux,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9155&CssClass=,Congratulations to XSurgical on the Grand Opening of its international headquarters at 701 Concord Avenue.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #142,16,2019-04-29 Regular,2019-04-29,Congratulations,Jan Devereux,Adopted as Amended,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9170&CssClass=,Congratulations to Janet Steinmayer on being named Lesley University's seventh president.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #143,17,2019-04-29 Regular,2019-04-29,Congratulations,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2355&MediaPosition=&ID=9213&CssClass=,Congratulating Nate Pardo in Silver Place Finish on American Ninja Warrior Junior.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #144,1,2019-05-06 Regular,2019-05-06,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2356&MediaPosition=&ID=8780&CssClass=,Retirement of Kevin Pierce from the Cambridge Housing Authority.,BY AFFIRMATIVE VOTE OF EIGHT MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #145,2,2019-05-06 Regular,2019-05-06,Congratulations,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2356&MediaPosition=&ID=9239&CssClass=,"Congratulations to the Cambridge Community Center (CCC) on its 90th Anniversary Gala on Thursday, May 9, 2019.",BY AFFIRMATIVE VOTE OF EIGHT MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #146,3,2019-05-06 Regular,2019-05-06,Retirement Resolution,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2356&MediaPosition=&ID=9130&CssClass=,Retirement of Chenier Durand from the Inspectional Services Department.,BY AFFIRMATIVE VOTE OF EIGHT MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #147,4,2019-05-06 Regular,2019-05-06,Congratulations,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2356&MediaPosition=&ID=9248&CssClass=,"Congratulations to ""Tex Mex Eats"" owner Amanda Escamilla on her extended pop-up restaurant on 1193 Cambridge Street.",BY AFFIRMATIVE VOTE OF EIGHT MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #148,1,2019-05-13 Regular,2019-05-13,Congratulations,Jan Devereux,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2357&MediaPosition=&ID=9269&CssClass=,"Congratulations to Melissa and Maya Ludtke on the book ""Touching Home in China.""",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #149,2,2019-05-13 Regular,2019-05-13,Congratulations,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2357&MediaPosition=&ID=9291&CssClass=,Congratulations to the Honorees at the Legacy Small Business Luncheon.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #150,3,2019-05-13 Regular,2019-05-13,Congratulations,Timothy J. Toomey,Adopted as Amended,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2357&MediaPosition=&ID=9300&CssClass=,That the City Council go on record congratulating and commending the hard work of the award recipients of the Cambridge Chamber of Commerce's 2019 Inspire Awards which celebrates the achievements of women leaders.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #151,4,2019-05-13 Regular,2019-05-13,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2357&MediaPosition=&ID=9316&CssClass=,"Congratulations to the Pentecostal Tabernacle Jr. Bible Quiz Team for being selected to participate in the Junior Bible Quiz National Championship in Tucson, Arizona in June 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #152,5,2019-05-13 Regular,2019-05-13,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2357&MediaPosition=&ID=9317&CssClass=,"Recognizing Abe Rybeck’s enduring good works in launching and guiding the Theater Offensive over the course of its existence, and in wishing him well as he embarks upon his next exciting chapter.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #153,1,2019-05-20 Regular,2019-05-20,Congratulations,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9355&CssClass=,"Welcome wishes to Dolores Huerta to the City of Cambridge and congratulations for receiving the Radcliffe Medal on May 31, 2019.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #154,2,2019-05-20 Regular,2019-05-20,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9357&CssClass=,Resolution on the death of Poppy M. Stewart.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #155,3,2019-05-20 Regular,2019-05-20,Death Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9354&CssClass=,"Resolution on the death of Margaret ""Peg"" Walsh.",BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #156,4,2019-05-20 Regular,2019-05-20,Retirement Resolution,Timothy J. Toomey,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9059&CssClass=,Retirement of Deborah Ruhe from Just-a-Start.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #157,5,2019-05-20 Regular,2019-05-20,Death Resolution,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9367&CssClass=,Resolution on the death of Enid Adams.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #158,6,2019-05-20 Regular,2019-05-20,Happy Birthday Resolution,E. Denise Simmons,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9368&CssClass=,Happy Birthday wishes to Gloria Thompson.,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
RES 2019 #159,7,2019-05-20 Regular,2019-05-20,Congratulations,Marc C. McGovern,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9370&CssClass=,Congratulations on Marriage of Dr. Darnisa Amante and Eric Jackson,BY AFFIRMATIVE VOTE OF NINE MEMBERS AND UNANIMOUSLY SPONSORED
