Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2019 #60,2019-03-25 Regular,2019-03-25,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8856&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $560,000 from Free Cash to the Public Investment Fund Fire Extraordinary Expenditures account which will fund the refurbishing of a 2002 Pierce Rear-Mount Aerial Ladder Truck."
CMA 2019 #61,2019-03-25 Regular,2019-03-25,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8857&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $593,000 from Free Cash to the Public Investment Fund Fire Extraordinary Expenditures account which will fund the replacement of a 2007 Pierce Pumper Fire Truck."
CMA 2019 #62,2019-03-25 Regular,2019-03-25,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8849&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of "
CMA 2019 #63,2019-03-25 Regular,2019-03-25,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8853&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $250,000 from Free Cash to the Public Investment Fund Emergency Communications Extraordinary Expenditure account which will fund a new radio site for the Conventional Radio System in the eastern portion of the city."
CMA 2019 #64,2019-03-25 Regular,2019-03-25,8,Appropriation,,,,Adopted,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8873&CssClass=,8-1-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a Traffic Enforcement Grant from the Massachusetts Executive Office of Public Safety and Security's (EOPSS) Traffic Enforcement Grant Program in the amount of $6,370 to the Grant Fund Police Department Salary and Wages account which will fund high-visibility traffic enforcement of motor vehicle laws, related to impaired driving."
CMA 2019 #65,2019-03-25 Regular,2019-03-25,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8875&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the FY19 Shannon Grant for $24,094.87 received from the Metropolitan Mayors Coalition’s Community Safety Initiative through the Executive Office of Public Safety and Security to the Grant Fund Police Department Salary and Wages account ($19,904) and the Other Ordinary Maintenance account ($4,190.87) which will be dedicated to hot spot patrols, Metro Gang Task Force participation, and the Focused Deterrence program, and to support the Sion Chambers Area IV Late Night Basketball League at the Community Art Center."
CMA 2019 #66,2019-03-25 Regular,2019-03-25,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8877&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $65,000 from the General Fund Employee Benefits (Insurance) Salary and Wages account to the General Fund Police Travel and Training (Judgment and Damages) account to cover current and anticipated medical services for the remainder of the fiscal year for personnel injured in the performance of their duties."
CMA 2019 #67,2019-03-25 Regular,2019-03-25,11,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8886&CssClass=,9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to recommendations for the block rates for water consumption and sewer use for the period beginning April 1, 2019 and ending March 31, 2020."
CMA 2019 #68,2019-04-01 Regular,2019-04-01,1,Transmitting Communication,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,yes,absent,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8858&CssClass=,4 ORDERS ADOPTED AFFIRMATIVE VOTE OF 8 MEMBERS,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a recommendation from City Engineer Katherine Watkins, to eliminate and rename certain streets in the Northpoint/Cambridge Crossing area."
CMA 2019 #69,2019-04-01 Regular,2019-04-01,2,Awaiting Report Response,,POR 2019 #49,,Referred to Committee,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8923&CssClass=,NEIGHBORHOOD AND LONG TERM PLANNING COMMITTEE BY COUNCILLOR ZONDERVAN,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-19, regarding a report on new tree plantings and trash receptacles in The Port."
CMA 2019 #70,2019-04-01 Regular,2019-04-01,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8919&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $300,000 from Free Cash to the Public Investment Fund Public Works Extraordinary Expenditures account which will support the expansion of the curbside organics program to 13+ unit households in FY20 and be used for the purchase of collection bins and outreach efforts."
CMA 2019 #71,2019-04-01 Regular,2019-04-01,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8920&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $180,000 in Virtual Net Metering (VNM) credits to the General Fund Public Works Other Ordinary Maintenance account, for costs related to solar VNM agreements."
CMA 2019 #72,2019-04-01 Regular,2019-04-01,5,Awaiting Report Response,,POR 2019 #15,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8921&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-06, regarding a report on outlining how a prolonged Federal Government shutdown may impact the people in Cambridge."
CMA 2019 #73,2019-04-01 Regular,2019-04-01,6,Awaiting Report Response,,POR 2018 #152,,Report Accepted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8907&CssClass=,E APPROPRIATION ADOPTED 9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-61 regarding a report on commissioning a public art piece, statue or memorial that would commemorate the dedication of women in Cambridge to passing the Nineteenth Amendment."
CMA 2019 #74,2019-04-01 Regular,2019-04-01,7,Awaiting Report Response,,POR 2018 #205,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8910&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-91, regarding a report on a plan to allow the Mayor’s Annual Harvard Senior Luncheon to be held regardless of weather conditions."
CMA 2019 #75,2019-04-01 Regular,2019-04-01,8,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8922&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to reappointments and new appointments of the following person as a member of the LGBTQ+ Commission effective April 1, 2019:  Reappointments:  John Gintell (3 years), Steve Lee (3 years), Lesley Phillips (3 years), Silas Weiner (3 years) and new appointments:  Michelle Zucker (3 years), Nefyn Meissner (3 years), Leo Benjamin Austin-Spooner (2 years) and Britt Huhmann (1 year)"
CMA 2019 #76,2019-04-01 Regular,2019-04-01,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8917&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the MetroNorth Regional Employment Board (MNREB) for $81,775.00 to the Grant Fund Human Service Programs Salary and Wages account ($49,065.00) and to the Other Ordinary Maintenance account ($32,710.00) which will be used to reimburse the City for salary costs associated with enrolling income-eligible youth in the Mayor’s Summer Youth Employment Program, and to support program costs for work sites taking large numbers of youth and developing worksites for youth participants."
CMA 2019 #77,2019-04-01 Regular,2019-04-01,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8916&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Massachusetts Formula Grant in the amount of $173,800.00 from the Massachusetts Executive Office of Elder Affairs to the Grant Fund Department of Human Service Programs Salary and Wages account ($116,816.00), to the Other Ordinary Maintenance account ($48,684.00), and to the Travel and Training account ($8,300.00) which will be used to provide transportation for Cambridge seniors to medical appointments and weekly grocery shopping trips and will also support one part-time weekend coordinator position, an office aid, a meals assistant and several wellness/exercise instructors and group facilitators who provide services at the Citywide Senior Center."
CMA 2019 #78,2019-04-01 Regular,2019-04-01,11,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8918&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Shannon Grant received from the Metropolitan Mayors Coalition/Shannon Community Safety Initiative through the Executive Office of Public Safety for $15,042.07 to the Grant Fund Human Service Programs Salary and Wages account ($13,824.00) and to the Other Ordinary Maintenance account ($1,218.07) which will be used to support the design and implementation of the City Peace program, a violence prevention peer leadership internship for teens through the Youth Centers."
CMA 2019 #79,2019-04-01 Regular,2019-04-01,12,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8915&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $70,000.00 from Free Cash to the Public Investment Fund Human Service Programs Extraordinary Expenditures Account for the purchase of a new ADA accessible bus."
CMA 2019 #80,2019-04-01 Regular,2019-04-01,13,Awaiting Report Response,,POR 2018 #157,,Referred to Committee,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8908&CssClass=,CIVIC UNITY COMMITTEE ON MOTION OF COUNCILLOR SIMMONS,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-65, regarding organizing a Town Hall Meeting for Cambridge youth."
CMA 2019 #81,2019-04-01 Regular,2019-04-01,14,Awaiting Report Response,,POR 2019 #81,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8927&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-24, regarding pedestrian safety improvements at the intersection of Day Street and Massachusetts Avenue, and Awaiting Report 19-31, regarding general safety improvements at the intersection of Spring Street and Third Street."
CMA 2019 #82,2019-04-01 Regular,2019-04-01,15,Awaiting Report Response,,POR 2018 #302,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8932&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-133, regarding a report on raising the fines for blocking both loading zones and bike lanes to a comparable rate to Boston for the 2020 fiscal year."
CMA 2019 #83,2019-04-01 Regular,2019-04-01,16,Awaiting Report Response,,POR 2019 #30,,Referred to Committee,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8931&CssClass=,GOVERNMENT AND OPERATIONS/RULES AND CLAIMS COMMITTEE ON MOTION OF COUNCILLOR TOOMEY,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-12, regarding a report on legality and constitutionality of the proposed ""Cambridge Publicly Financed Municipal Election Program"" and the ""Cambridge Municipal Election People's Pledge"", and Awaiting Report Item Number 18-136 regarding a report on submitting a proposal that candidates would agree to not accept donations from persons outside of the Commonwealth of Massachusetts."
CMA 2019 #84,2019-04-01 Regular,2019-04-01,17,Awaiting Report Response,,POR 2019 #4,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8933&CssClass=,ADOPTED,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-01, regarding a report on the recently adopted regulations of the short-term rental revenue and the necessary steps to impose and access the revenue from the excise and community impact fees."
CMA 2019 #85,2019-04-01 Regular,2019-04-01,18,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8929&CssClass=,ADOPTED 9-0-0,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a request for approval to seek authorization from the Massachusetts Office of the Inspector General (the “IG”) for the City to use the Construction Manager at Risk (“CMaR”) procurement and construction method (the “CMaR Method”) in connection with the Tobin Montessori and Vassal Lane Upper Schools Project."
CMA 2019 #86,2019-04-01 Regular,2019-04-01,19,Transmitting Communication,,,,Referred to Committee,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8946&CssClass=,PASSED TO A SECOND READING AND REFERRED TO ORDINANCE COMMITTEE FOR A HEARING,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the proposed Cannabis Business Permitting Ordinance. ON OR AFTER APRIL 22, 2019 THE QUESTION COMES ON PASSAGE TO BE ORDAINED"
CMA 2019 #87,2019-04-08 Regular,2019-04-08,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8985&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $800,000 from Free Cash to the Public Investment Fund School Department Extraordinary Expenditures account for building upgrades at the Peabody Elementary School and the Baldwin Elementary School."
