Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Link,Description,Notes
RES 2023 #69,6,02/27/23 Regular,02/27/23,Congratulations,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18461&CssClass=,Congratulations to Helena Wurzel on her solo exhibit at the Praise Shadows Art Gallery.,
RES 2023 #70,7,02/27/23 Regular,02/27/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18464&CssClass=,Resolution on the death of Michael F. Menezes.,
RES 2023 #71,8,02/27/23 Regular,02/27/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4253&MediaPosition=&ID=18481&CssClass=,Resolution on the death of S. Donald Gonson,
RES 2023 #72,1,03/06/23 Regular,03/06/23,Congratulations,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=17918&CssClass=,Congratulations to Robert Steck on his retirement from the City of Cambridge.,
RES 2023 #73,2,03/06/23 Regular,03/06/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18508&CssClass=,That the City Council recognize March as National Social Workers Month.,
RES 2023 #74,3,03/06/23 Regular,03/06/23,Retirement Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18515&CssClass=,Congratulations to Sam Corda on his retirement from the Cambridge Water Department.,
RES 2023 #75,4,03/06/23 Regular,03/06/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18516&CssClass=,Resolution on the death of David Leslie.,
RES 2023 #76,5,03/06/23 Regular,03/06/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4254&MediaPosition=&ID=18517&CssClass=,Resolution on the death of Richard John Fitzgerald.,
RES 2023 #77,1,03/20/23 Regular,03/20/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18525&CssClass=,Congratulations to Sara Reese on receiving the 2023 Exemplary School Champion Award for her leadership in workforce development in Cambridge.,
RES 2023 #78,2,03/20/23 Regular,03/20/23,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18530&CssClass=,Gratitude to Margaret Drury for her many years of tireless service to the Cambridge Redevelopment Authority and to the City of Cambridge.,
RES 2023 #79,3,03/20/23 Regular,03/20/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18547&CssClass=,Congratulations to Somerville-Cambridge Elder Services for 50 years of service to the City of Cambridge and its residents.,
RES 2023 #80,4,03/20/23 Regular,03/20/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18697&CssClass=,Condolences To The Family of Annette Williams,
RES 2023 #81,5,03/20/23 Regular,03/20/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18698&CssClass=,Condolences To The Family of Cynthia Roberts,
RES 2023 #82,6,03/20/23 Regular,03/20/23,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4256&MediaPosition=&ID=18676&CssClass=,Happy 91st Birthday to Moses Moore,
RES 2023 #83,1,04/03/23 Regular,04/03/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18385&CssClass=,Congratulations on the retirement of Chandra Banks.,
RES 2023 #84,2,04/03/23 Regular,04/03/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18833&CssClass=,Resolution on the death of Mel King.,
RES 2023 #85,3,04/03/23 Regular,04/03/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18834&CssClass=,Resolution on the death of Alexandre Perry.,
RES 2023 #86,4,04/03/23 Regular,04/03/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18835&CssClass=,Congratulations to Ms. Sarah Howard Parker on her film debut.,
RES 2023 #87,5,04/03/23 Regular,04/03/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18836&CssClass=,Resolution on the death of William Younker.,
RES 2023 #88,6,04/03/23 Regular,04/03/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18388&CssClass=,Congratulations on the retirement of Gary Melanson from the Cambridge Health Alliance.,
RES 2023 #89,7,04/03/23 Regular,04/03/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18392&CssClass=,Congratulations on the retirement of Paul Simonds.,
RES 2023 #90,8,04/03/23 Regular,04/03/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4258&MediaPosition=&ID=18851&CssClass=,Thanks to Shaun Clarke for his devoted work to the Cambridge Community Television Board and his service as MCT Committee Chair and Board Vice President.,
RES 2023 #91,1,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=17513&CssClass=,Congratulations on the retirement of Lieutenant Robert Grey from the Cambridge Police Department.,
RES 2023 #92,2,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=17514&CssClass=,Congratulations on the retirement of Patrol Officer Jerry Jean-Baptiste from the Cambridge Police Department.,
RES 2023 #93,3,04/10/23 Regular,04/10/23,Congratulations,Adopted as Amended,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=17913&CssClass=,Congratulations on the retirement of Lieutenant Thomas Ahern from the Cambridge Police Department.,Add Simmons co sponsor
RES 2023 #94,4,04/10/23 Regular,04/10/23,Congratulations,Adopted as Amended,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=17916&CssClass=,Congratulations on the retirement of Patrol Officer Hercot Miller from the Cambridge Police Department.,Add Simmons co sponsor
RES 2023 #95,5,04/10/23 Regular,04/10/23,Congratulations,Adopted as Amended,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=17920&CssClass=,Congratulations on the retirement of Maureen Van Stry.,Add Simmons co sponsor
RES 2023 #96,6,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18386&CssClass=,Congratulations on the Retirement of Sergeant Susan Kale from the Cambridge Police Department.,
RES 2023 #97,7,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18387&CssClass=,Congratulations on the retirement of Jean Kuropatkin.,
RES 2023 #98,8,04/10/23 Regular,04/10/23,Congratulations,Adopted as Amended,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18389&CssClass=,Congratulations on the retirement of Debra Morris.,Add Simmons co sponsor
RES 2023 #99,9,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18390&CssClass=,Congratulations on the retirement of Matilde Santos.,
RES 2023 #100,10,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18845&CssClass=,Congratulations to Christine Burke on her 50th Birthday.,
RES 2023 #101,11,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18908&CssClass=,Congratulations on the retirement of Arthur Moy from the Cambridge Fire Department.,
RES 2023 #102,12,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18910&CssClass=,Congratulations on the retirement of Patrick Quirke.,
RES 2023 #103,13,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18916&CssClass=,Congratulations on the promotion of Temporary Lieutenant Ameer A. Moustafa from the Cambridge Fire Department.,
RES 2023 #104,14,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18917&CssClass=,Congratulations on the promotion of Temporary Lieutenant Victor M. Clarke. Jr.  from the Cambridge Fire Department.,
RES 2023 #105,15,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18918&CssClass=,Congratulations on the promotion of Firefighter Cameron R. Moyer from the Cambridge Fire Department.,
RES 2023 #106,16,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18921&CssClass=,Congratulations on the promotion of Firefighter William B. Whalen from the Cambridge Fire Department.,
RES 2023 #107,17,04/10/23 Regular,04/10/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=18931&CssClass=,Resolution on the death of Ned Handy.,
RES 2023 #108,18,04/10/23 Regular,04/10/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19017&CssClass=,Resolution on the death of Barbara Fox.,
RES 2023 #109,19,04/10/23 Regular,04/10/23,Death Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19018&CssClass=,Resolution on the death of Annette Kathleen Hyness Eng.,
RES 2023 #110,20,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19019&CssClass=,Congratulations to Club Recreativo Lusitania on the occasion of the Club's 100th Anniversary.,
RES 2023 #111,21,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19020&CssClass=,Congratulations to the Cambridge Program's Cambridge Warrior Basketball Team - 6th time Mass State Division 1 Special Olympics Basketball Champions.,
RES 2023 #112,22,04/10/23 Regular,04/10/23,Retirement Resolution,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19036&CssClass=,Thanks to Nancy Woods for her service to the Cambridge Public Library.,
RES 2023 #113,23,04/10/23 Regular,04/10/23,Congratulations,Adopted,8-0-1,yes,yes,yes,yes,absent,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4259&MediaPosition=&ID=19037&CssClass=,"Congratulations to the nonprofits working with the City for their commitment and service to Cambridge residents, and urge all citizens to recognize the Community Development Programs and the important role they play in our community.",
RES 2023 #114,1,04/24/23 Regular,04/24/23,Congratulations,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19061&CssClass=,Congratulations to Bishop Brian C. Greene on receiving the Distinguished Alumnus Award from Cambridge Matignon School.,
RES 2023 #115,2,04/24/23 Regular,04/24/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19079&CssClass=,Resolution on the death of Ruth Hill.,
RES 2023 #116,3,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=18907&CssClass=,Congratulations on the retirement of Diane Bruno from the Cambridge Public Health Commission.,
RES 2023 #117,4,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=18913&CssClass=,Congratulations on the retirement of David Smith from the Department of Public Works.,
RES 2023 #118,5,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19096&CssClass=,Congratulations to Haitham Mansour for his dedication to Cambridge Youth Soccer.,
RES 2023 #119,6,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19099&CssClass=,Congratulations to Melissa Carpenito on being named 2022 Police Dispatcher of the Year.,
RES 2023 #120,7,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19100&CssClass=,Thanks to the Cambridge Public Library team and encourage Cambridge residents to participate in programs and events celebrating National Library Week.,
RES 2023 #121,8,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19103&CssClass=,Congratulations to Bethany Morrissey on being named 2022 Fire Alarm Operator of the Year.,
RES 2023 #122,9,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19106&CssClass=,Congratulations to Erica Crane 2022 on being named Communications Training Officer of the Year.,
RES 2023 #123,10,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19107&CssClass=,Congratulations to Joseph Sullivan on being named 2022 Supervisor of the Year.,
RES 2023 #124,11,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19110&CssClass=,Congratulations to David Linehan on being named 2022 Emergency Medical Dispatcher of the Year.,
RES 2023 #125,12,04/24/23 Regular,04/24/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19055&CssClass=,Congratulations on the 175th Anniversary of St. Peter's Parish,
RES 2023 #126,13,04/24/23 Regular,04/24/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19121&CssClass=,Condolences To The Family of Ramona Paige,
RES 2023 #127,14,04/24/23 Regular,04/24/23,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19122&CssClass=,"Condolences To The Family of William A. Ridgley, Sr.",
RES 2023 #128,15,04/24/23 Regular,04/24/23,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4260&MediaPosition=&ID=19126&CssClass=,Resolution on the death of John Clifford.,
RES 2023 #129,1,05/01/23 Regular,05/01/23,Congratulations,Adopted,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4261&MediaPosition=&ID=19184&CssClass=,"Congratulations to Debra Wise on her appointment as Associate Artistic Director of Revels, Inc.",
RES 2023 #130,1,05/08/23 Regular,05/08/23,Congratulations,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=17389&CssClass=,Congratulations on the Retirement of Julie Craven from The Cambridge Public Schools,
RES 2023 #131,2,05/08/23 Regular,05/08/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=18524&CssClass=,Congratulations on the Retirement of Candyce Dostert from The Cambridge Public Schools,
RES 2023 #132,3,05/08/23 Regular,05/08/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19147&CssClass=,Congratulations on the Retirement of Eric Berggren from The Cambridge Public Schools,
RES 2023 #133,4,05/08/23 Regular,05/08/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19148&CssClass=,Congratulations on the Retirement of Ieda Demelo from The Cambridge Health Alliance,
RES 2023 #134,5,05/08/23 Regular,05/08/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19150&CssClass=,Congratulations on the Retirement of Frederick Hart,
RES 2023 #135,6,05/08/23 Regular,05/08/23,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4262&MediaPosition=&ID=19151&CssClass=,Congratulations to Marylou Sullivan on her Retirement from The Cambridge Police Department,
