Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes
CMA 2023 #284,2023-12-04 Regular,2023-12-04,2,Appointment,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21419&CssClass=,VOTE TO
CMA 2023 #285,2023-12-04 Regular,2023-12-04,3,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21435&CssClass=,
CMA 2023 #286,2023-12-04 Regular,2023-12-04,4,Transmitting Communication,,,,Adopted,7-2-0,yes,yes,yes,yes,yes,yes,no,no,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21553&CssClass=,
CMA 2023 #287,2023-12-04 Regular,2023-12-04,5,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21525&CssClass=,APPROPRIATION ADOPTED CMA PLACED ON FILE
CMA 2023 #288,2023-12-04 Regular,2023-12-04,6,Appointment,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21431&CssClass=,VOTE TO
CMA 2023 #289,2023-12-04 Regular,2023-12-04,7,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21469&CssClass=,
CMA 2023 #290,2023-12-04 Regular,2023-12-04,8,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21624&CssClass=,
CMA 2023 #291,2023-12-11 Regular,2023-12-11,1,Appointment,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4395&MediaPosition=&ID=21634&CssClass=,VOTE TO APPROVE AND PLACE CMA ON FILE
CMA 2023 #292,2023-12-11 Regular,2023-12-11,2,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4395&MediaPosition=&ID=21635&CssClass=,APPROPRIATION ADOPTED CMA PLACED ON FILE
CMA 2023 #293,2023-12-11 Regular,2023-12-11,3,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4395&MediaPosition=&ID=21636&CssClass=,APPROPRIATION ADOPTED CMA PLACED ON FILE
CMA 2023 #294,2023-12-11 Regular,2023-12-11,4,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4395&MediaPosition=&ID=21637&CssClass=,APPROPRIATION ADOPTED CMA PLACED ON FILE
CMA 2023 #295,2023-12-11 Regular,2023-12-11,5,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4395&MediaPosition=&ID=21638&CssClass=,APPROPRIATION ADOPTED CMA PLACED ON FILE
CMA 2023 #296,2023-12-11 Regular,2023-12-11,6,Awaiting Report Response,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4395&MediaPosition=&ID=21639&CssClass=,
CMA 2023 #297,2023-12-11 Regular,2023-12-11,7,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4395&MediaPosition=&ID=21663&CssClass=,MOTION TO ADOPT THE HAZARD MITIGATION PLAN AND PLACE CMA ON FILE
CMA 2023 #298,2023-12-11 Regular,2023-12-11,8,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4395&MediaPosition=&ID=21667&CssClass=,
CMA 2023 #299,2023-12-18 Regular,2023-12-18,1,Awaiting Report Response,AR-23-40,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21730&CssClass=,
CMA 2023 #300,2023-12-18 Regular,2023-12-18,2,Awaiting Report Response,AR-21-29,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21738&CssClass=,
CMA 2023 #301,2023-12-18 Regular,2023-12-18,3,Awaiting Report Response,AR-23-32,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21728&CssClass=,
CMA 2023 #302,2023-12-18 Regular,2023-12-18,4,Appropriation,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21734&CssClass=,APPROPRIATION ADOPTED CMA
CMA 2023 #303,2023-12-18 Regular,2023-12-18,5,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21737&CssClass=,"ORDER FAILED OF ADOPTION 2-6-1. yeas (carlone, simmons). nays (zondervan, mcgovern, siddiqui, toner, nolan, , mallon). absent (azeem)"
CMA 2023 #304,2023-12-18 Regular,2023-12-18,6,Appropriation,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21720&CssClass=,APPROPRIATION ADOPTED CMA
CMA 2023 #305,2023-12-18 Regular,2023-12-18,7,Appropriation,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21721&CssClass=,APPROPRIATION ADOPTED CMA
CMA 2023 #306,2023-12-18 Regular,2023-12-18,8,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21739&CssClass=,"ACCEPT AND APPROVE THE SURVEILANCE TECHNOLOGY REPORT 7-1-1. yeas (carlone, , mallon, mcgovern, nolan, simmons, toner, siddiqui). nays (zondervan). absent (azeem)"
CMA 2023 #307,2023-12-18 Regular,2023-12-18,9,Awaiting Report Response,AR-23-82,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21743&CssClass=,
CMA 2023 #308,2023-12-18 Regular,2023-12-18,10,Appropriation,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21727&CssClass=,APPROPRIATION ADOPTED CMA
CMA 2023 #309,2023-12-18 Regular,2023-12-18,11,Appropriation,,,,Placed on File,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4396&MediaPosition=&ID=21748&CssClass=,
