"Unique Identifier","Agenda Number","Meeting","Meeting Date","Category","Awaiting Report","Policy Order","Charter Right","Outcome","Vote","Type of Vote","E. Denise Simmons","Marc C. McGovern","Burhan Azeem","Patricia Nolan","Sumbul Siddiqui","Paul F. Toner","Ayesha M. Wilson","Jivan Sobrinho-Wheeler","Catherine Zusy","Yeas","Nays","Present","Absent","Link","Summary"
"CMA 2025 #199","10","2025-08-04 Regular","45873","Appropriation","","","","Approved","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30807&CssClass=","Appropriation of $30,000, received from the massachusetts department of mental health’s (dmh) jail diversion program, to the grant fund police department other ordinary maintenance account ($30,000). this appropriation if approved represents funding through the first quarter of fy26. these funds, if approved will enable the department to continue the current co-response program with one clinician through september 2025."
"CMA 2025 #200","11","2025-08-04 Regular","45873","Appropriation","","","","Approved","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30787&CssClass=","Appropriation of $263,815.00 to the grant fund department of human service programs salaries and wages account ($242,282.00), and to the grant fund department of human service programs other ordinary maintenance account ($21,533.00). funds will be used to support the cost of 6 full-time staff and 1 part-time staff salaries. additional funds will support text-a tip fatherhood campaign, workshops, events, consultants, and program supplies."
"CMA 2025 #201","12","2025-08-04 Regular","45873","Appropriation","","","","Approved","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30788&CssClass=","Appropriation of of $46,000.00 to the grant fund department of human service programs salaries and wages account ($32,395.00), and to the grant fund department of human service programs other ordinary maintenance account ($13,605.00). this is a grant that dhsp has received for many years.  funds will be used to support the cost of 3 full-time staff salaries; food for parenting support programming (parent/child activity snacks, parent education series, and community building events); program supplies; and staff training."
"CMA 2025 #202","13","2025-08-04 Regular","45873","Appropriation","","","","Approved","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30790&CssClass=","Appropriation of $1,089,817.00 to the grant fund human service programs salaries and wages account ($1,061,599.00), to the grant fund human service programs other ordinary maintenance account ($27,018.00), and to the grant fund human service programs travel and training account ($1,200.00)."
"CMA 2025 #203","14","2025-08-04 Regular","45873","Appropriation","","","","Approved","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30793&CssClass=","Appropriation of $1,437,938, from the u.s. department of housing and urban development (hud), to the grant fund human service programs salary and wages account ($19,720.00), and to the grant fund human service programs other ordinary maintenance account ($1,418,218.00). this grant was awarded under the federal fiscal year 2024 continuum of care program competition. the continuum of care program is authorized by the hearth act of 2009. the continuum of care program funds will be contracted with homeless services providers and cover the costs related to serving homeless persons."
"CMA 2025 #204","15","2025-08-04 Regular","45873","Appropriation","","","","Approved","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30800&CssClass=","Appropriation of $2,161.22 to the grant fund human service programs salary and wages account ($1,261.22), and to the grant fund human service programs other ordinary maintenance account ($900.00). the funds, received by the friends of the clc through a first literacy mini-grant will be used to support an esol part-time teacher/advisor to offer the eco club class to clc students, as well as pay for incentives for students who participate in the student leadership project this year."
"CMA 2025 #205","16","2025-08-04 Regular","45873","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30812&CssClass=","A request for approval to seek authorization from the massachusetts office of the inspector general (the “ig”) for the city to use the construction manager at risk (“cmar”) procurement and construction method (the “cmar method”) in connection with the first street garage life safety priority project."
"CMA 2025 #206","17","2025-08-04 Regular","45873","Appropriation","","","","Approved","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30819&CssClass=","Appropriation of $500,000, from the general fund employee benefits salaries and wages account to the general fund employee benefits travel and training account. funds will be used to cover the costs of anticipated payments of workers compensation medical bills for personnel injured in the course of their job, through the end of fy26."
"CMA 2025 #207","18","2025-08-04 Regular","45873","Awaiting Report Response","AR-25-37","POR 2025 #82","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30801&CssClass=","Awaiting report item number 25-37, regarding full and open access to linear path at westley avenue."
"CMA 2025 #208","19","2025-08-04 Regular","45873","Awaiting Report Response","AR-25-26","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30802&CssClass=","Awaiting report item number 25-36, regarding a list of public and private spaces available to the public, indoors and outdoors."
"CMA 2025 #209","20","2025-08-04 Regular","45873","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30813&CssClass=","The submission of the 2025 affordable housing overlay annual report."
"CMA 2025 #210","21","2025-08-04 Regular","45873","Awaiting Report Response","AR-25-35","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30815&CssClass=","Awaiting report item number 25-35, regarding a request that the city manager explore and establish a city of cambridge electronic records archiving policy."
"CMA 2025 #211","22","2025-08-04 Regular","45873","Awaiting Report Response","AR-25-36","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30809&CssClass=","Awaiting report item number 25-36, regarding a further response to the request that the exception language in chapter 2.129.040 section j of the cambridge municipal code be revised with language clarifying that cambridge city employees shall not participate in federal immigration enforcement operations and that the sole role of cambridge city employees during any action by ice is only to protect public safety and not to assist or facilitate the work of ice."
"CMA 2025 #212","23","2025-08-04 Regular","45873","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30797&CssClass=","A planning board report regarding the  marasao, et al., zoning petition (religious uses)."
"CMA 2025 #213","24","2025-08-04 Regular","45873","Awaiting Report Response","","POR 2025 #101","","Placed on File","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30798&CssClass=","Policy order number 25-101, regarding marasao, et al., zoning petition."
"CMA 2025 #215","1","2025-09-08 Regular","45908","Communication","","","","Placed on File","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4756&MediaPosition=&ID=30863&CssClass=","A federal update including an update on relevant court cases."
"CMA 2025 #216","2","2025-09-08 Regular","45908","Appropriation","","","","Approved","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4756&MediaPosition=&ID=30879&CssClass=","Appropriation of $10,200.00 to the grant fund fire salaries and wages account ($8,200.00) and to the grant fund fire other ordinary maintenance account ($2,000.00) to provide funds to continue the safe program that educates students in the dangers of fire and its effect on people, property, and the environment. the amount allocated to salary and wages will cover the overtime costs for the firefighters who participate in the program."
"CMA 2025 #217","3","2025-09-08 Regular","45908","Appropriation","","","","Approved","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4756&MediaPosition=&ID=30885&CssClass=","Appropriation of $3,100.00 to the grant fund fire salaries and wages account ($3,100.00) to provide funds for the senior safe program that educates seniors in the dangers of fire and its effect on people, property, and the environment. the amount allocated to salary and wages will cover the overtime costs for the firefighters who participate in the program."
"CMA 2025 #218","4","2025-09-08 Regular","45908","Appropriation","","","","Approved","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4756&MediaPosition=&ID=30902&CssClass=","Appropriation of $120,000, received from the massachusetts department of mental health’s (dmh) jail diversion program, to the grant fund police department other ordinary maintenance account ($120,000). grant funds will be used to continue the co-response program with one clinician through june 2026."
"CMA 2025 #219","5","2025-09-08 Regular","45908","Appropriation","","","","Approved","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4756&MediaPosition=&ID=30908&CssClass=","Appropriation of $10,000, to the grant fund police department salaries and wages account ($5,000) and to the grant fund police department other ordinary maintenance account ($5,000). grant funds will be used to support costs related to providing aftercare support such as supplies that individuals can bring with them to detox such as clothing, supplies (including narcan) and personal hygiene products and transportation to treatment or clinical care services. a portion of the funding will also be allocated towards providing dedicated post outreach services."
"CMA 2025 #220","6","2025-09-08 Regular","45908","Appropriation","","","","Approved","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4756&MediaPosition=&ID=30894&CssClass=","Appropriation of of $217,963.00, to the grant fund human service programs salaries and wages account ($211,997.00), to the grant fund human service programs other ordinary maintenance account ($4,680.00), and to the grant fund human service programs travel and training account ($1,286.00). in addition to the abe teaching (math and ela -english language arts), this grant provides funding for the career connections program, advising (education, and career advising), professional development for teachers and staff, as well as advising services at the cambridge and woburn career centers."
